nb_loan_number nb_original_balance nb_original_fico nb_debt_ratio nb_original_rate nb_original_ltv nb_original_cltv nb_unit_count nb_original_term nb_io_term nb_origination_date nb_maturity_date nb_purpose_code nb_occupancy_code nb_documentation_type_code nb_property_type_code nb_property_zip_code
955 136500.00 615 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash NotOwner LimitedDocs SingleFamily 77340
956 222000.00 649 NULL NULL 75.0000 0.0000 1 360 NULL 2004-10-27 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 78739
957 197691.00 612 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-19 2034-11-01 Purchase Owner AllDocs SingleFamily 78613
958 72000.00 600 NULL NULL 55.3800 0.0000 1 180 NULL 2004-11-09 2019-12-01 RefiWithCash Owner AllDocs SingleFamily 77008
959 118800.00 605 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-29 2034-12-01 Purchase Owner AllDocs PUD 77302
960 75000.00 634 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 77511
961 68800.00 548 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 77506
962 100000.00 584 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-09 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 77060
963 85000.00 603 NULL NULL 73.9100 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 77532
964 79120.00 606 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Refi Owner LimitedDocs SingleFamily 78130
965 76000.00 636 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 Purchase Owner LimitedDocs PUD 77053
966 92000.00 545 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs PUD 77084
967 336000.00 600 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 78746
968 143450.00 719 NULL NULL 75.5000 0.0000 1 360 NULL 2004-11-23 2034-12-01 Refi Owner NoDocs SingleFamily 78586
969 73600.00 662 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-12 2034-12-01 Purchase Owner LimitedDocs SingleFamily 78758
970 83200.00 584 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 39501
971 85000.00 595 NULL NULL 70.8300 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash NotOwner LimitedDocs SingleFamily 77008
972 76960.00 506 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 78222
973 111920.00 647 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner LimitedDocs SingleFamily 78414
974 66200.00 659 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner LimitedDocs SingleFamily 78412
975 119377.00 591 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner AllDocs PUD 77339
976 109022.00 666 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs PUD 77545
977 127300.00 560 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs PUD 77459
978 160843.00 597 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs PUD 77386
979 79196.00 663 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-01 2034-12-01 Purchase Owner AllDocs PUD 77075
980 167920.00 615 NULL NULL 80.0000 100.0000 1 360 60 2004-12-30 2035-01-01 Purchase Owner AllDocs PUD 77346
981 187000.00 706 NULL NULL 85.0000 0.0000 1 360 NULL 2004-07-26 2034-08-01 RefiWithCash Owner NoDocs SingleFamily 48412
982 53550.00 616 NULL NULL 85.0000 0.0000 1 360 NULL 2004-09-03 2034-10-01 RefiWithCash NotOwner LimitedDocs SingleFamily 49007
983 86700.00 608 NULL NULL 85.0000 0.0000 1 360 NULL 2004-08-27 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 48224
984 93100.00 595 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 49461
985 88000.00 614 NULL NULL 83.8100 0.0000 1 360 NULL 2004-11-09 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 49068
986 71250.00 580 NULL NULL 95.0000 0.0000 1 360 NULL 2004-12-03 2035-01-01 Purchase Owner AllDocs SingleFamily 48507
987 135900.00 623 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 49230
988 53600.00 676 NULL NULL 80.0000 0.0000 1 360 NULL 2004-12-03 2034-12-01 RefiWithCash NotOwner LimitedDocs SingleFamily 48203
989 64000.00 611 NULL NULL 60.9500 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 48071
990 128350.00 527 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 48071
991 138800.00 654 NULL NULL 80.0000 99.7700 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 48166
992 106400.00 656 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner AllDocs SingleFamily 49017
993 184000.00 609 NULL NULL 92.9300 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 49254
994 94400.00 602 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-03 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 48890
995 190000.00 700 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 49221
996 151200.00 553 NULL NULL 80.0000 87.4100 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 48192
997 77200.00 672 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-02 2034-12-01 Purchase Owner AllDocs SingleFamily 48186
998 351405.00 690 NULL NULL 95.0000 0.0000 1 360 60 2004-07-16 2034-08-01 Purchase Second AllDocs Condo 32459
999 145000.00 610 NULL NULL 78.8000 0.0000 1 360 NULL 2004-08-16 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 32222
1000 202400.00 504 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-31 2034-09-01 RefiWithCash Owner LimitedDocs SingleFamily 32714
